iter	TotalF1	MultiClass
222	0.9517094966	0.1715878829
223	0.9517704628	0.1710575368
224	0.9517704628	0.1705339361
225	0.9519533572	0.1702153003
226	0.9531044669	0.1694612885
227	0.9530434944	0.1689830727
228	0.9526801279	0.1685047043
229	0.9531654386	0.1682349673
230	0.9535287988	0.1676622586
231	0.9541335217	0.1672943211
232	0.9538311694	0.1666177667
233	0.9547407731	0.1660647446
234	0.9552234467	0.1656689166
235	0.9555283881	0.1652480436
236	0.9558306992	0.1648561679
237	0.9558916888	0.1642985344
238	0.9565572644	0.1635980164
239	0.9564962686	0.1631863705
240	0.9566792537	0.162616722
241	0.9572227892	0.1622988523
242	0.9570425268	0.1618190711
243	0.9573447906	0.161167041
244	0.9571705702	0.160562303
245	0.9579578358	0.160225326
246	0.9589861697	0.159617191
247	0.9594712797	0.1591230942
248	0.9596542988	0.1585940479
249	0.9604995125	0.1583232562
250	0.9609235951	0.1576966347
251	0.9606215419	0.1571650101
252	0.9605635136	0.1567463353
253	0.9608045806	0.156511866
254	0.9621927162	0.155567245
255	0.9619517326	0.1550864375
256	0.9619517326	0.1548555562
257	0.9620737804	0.1544420739
258	0.9620737804	0.1540473954
259	0.9618985222	0.1537451636
260	0.9616576196	0.1534466711
261	0.9623224657	0.1530439856
262	0.9626243644	0.1528856542
263	0.9631139192	0.1526002548
264	0.9631139192	0.1525251297
265	0.9626356568	0.1519481451
266	0.9637240952	0.1511924835
267	0.9631204946	0.1505722285
268	0.9639681462	0.1501351859
269	0.9639681462	0.149693152
270	0.9639681462	0.1489105767
271	0.9636663404	0.1485900539
272	0.9646327402	0.148301804
273	0.9650565521	0.1479385428
274	0.9662025435	0.147574658
275	0.9663211736	0.1471989707
276	0.9666263347	0.1468784107
277	0.9667483942	0.1465067246
278	0.9670501248	0.1462113101
279	0.9666260837	0.1457390666
280	0.9668701807	0.1453846373
281	0.9666871089	0.1448679968
282	0.9677758229	0.1443994929
283	0.9683214905	0.1441424092
284	0.9690469901	0.1439521457
285	0.9691690657	0.1436065909
286	0.9694707756	0.1433466455
287	0.969653891	0.1429503353
288	0.96905045	0.1427138366
289	0.9692301024	0.1423141391
290	0.9693521739	0.1417985631
291	0.9693521739	0.1416412276
292	0.9697183719	0.1411183899
293	0.9707456205	0.1406267964
294	0.9710473374	0.140153381
295	0.9716507547	0.1396651218
296	0.9714100894	0.1393447292
297	0.9714100894	0.139137537
298	0.9712914873	0.1387421485
299	0.9714711295	0.1384804429
300	0.9712914873	0.1381016929
301	0.9712304509	0.137792803
302	0.9720170021	0.1372886589
303	0.9722576746	0.1369017853
304	0.9721966323	0.1363492246
305	0.9727407531	0.1360387056
306	0.9723762465	0.1356210137
307	0.972922112	0.1351404625
308	0.9732845815	0.1347935732
309	0.9734677299	0.1345600635
310	0.9733475489	0.1342484538
311	0.9729849341	0.1337688777
312	0.9733494388	0.1336044396
313	0.9740133497	0.1332719909
314	0.9741354437	0.1330206212
315	0.9741354437	0.1327936792
316	0.973834008	0.13250903
317	0.9740133497	0.1317855611
318	0.9739523017	0.1312272638
319	0.9740743971	0.1311093667
320	0.9741354437	0.1307419168
321	0.9743147781	0.1303871899
322	0.9747383057	0.1301562189
323	0.9743758275	0.1298560781
324	0.9743758275	0.129620337
325	0.9743758275	0.1292471248
326	0.9748604049	0.1289717957
327	0.9745589715	0.1285737475
328	0.9749214535	0.1282758492
329	0.9752243658	0.1279237509
330	0.9754685573	0.1272594247
331	0.9758935635	0.1270916239
332	0.975832517	0.1268592329
333	0.9763168282	0.1266084438
334	0.9764959014	0.1263418225
335	0.9767400955	0.1259893053
336	0.9767400955	0.1255936228
337	0.9768621885	0.1253509071
338	0.9771037846	0.1251508447
339	0.9775879679	0.1248112832
340	0.9779500593	0.1243748999
341	0.9779500593	0.1242681273
342	0.9783773814	0.1237603703
343	0.9784384248	0.123333978
344	0.9785605098	0.1226925032
345	0.9786825922	0.12227479
346	0.979163813	0.1219522028
347	0.979163813	0.1216985327
348	0.9794079852	0.1212308514
349	0.9791667798	0.1208440605
350	0.9792888593	0.1204311528
351	0.9792888593	0.1199795126
352	0.9798920426	0.1197101199
353	0.9799530839	0.1194971022
354	0.9800751644	0.1193831504
355	0.9804371444	0.1189169679
356	0.9801972425	0.1186569715
357	0.9805024272	0.1181998338
358	0.9805592244	0.1179290865
359	0.9806813019	0.1176726389
360	0.9810432877	0.1174424954
361	0.9813442357	0.1171018024
362	0.9811653646	0.1169777304
363	0.9811653646	0.1166966137
364	0.9810432877	0.1162711755
365	0.9813442357	0.1159154694
366	0.9815273546	0.115570401
367	0.9816494308	0.1151627083
368	0.9816494308	0.1151138899
369	0.9823123827	0.1148418462
370	0.9822513427	0.1145421449
371	0.9822513427	0.1141589459
372	0.9826133413	0.1138142118
373	0.9829753434	0.1136485367
374	0.9829753434	0.1134562646
375	0.983036385	0.1132075391
376	0.983036385	0.1129844592
377	0.983219506	0.1125013668
378	0.9835204742	0.1120882268
379	0.9835204742	0.1117821194
380	0.9838214444	0.1116286995
381	0.9838824861	0.1114726112
382	0.9840045677	0.1111987438
383	0.9841266469	0.1109684817
384	0.9842487238	0.1106469448
385	0.9843707983	0.1103933445
386	0.9844885973	0.1100420002
387	0.9847894427	0.109798926
388	0.9847284021	0.1095557259
389	0.9847284021	0.1093859166
390	0.9847894427	0.1092088447
391	0.984911522	0.1089598948
392	0.9847894427	0.1087031776
393	0.984911522	0.1081727326
394	0.9850335989	0.1079855076
395	0.9848504826	0.1076101563
396	0.9850335989	0.1074615714
397	0.9850335989	0.1071663631
398	0.9850946365	0.1068943908
399	0.9852777458	0.1065568514
400	0.9853387811	0.1063302476
401	0.9855786032	0.1060868099
402	0.98546085	0.1058383365
403	0.9858226677	0.1056651797
404	0.9859447344	0.1053499022
405	0.9859447344	0.104977693
406	0.9859447344	0.1047763181
407	0.9859447344	0.1045927852
408	0.9861278302	0.1044734532
409	0.986188861	0.1041782519
410	0.9858880735	0.1039518573
411	0.986188861	0.1036030888
412	0.9858880735	0.1035308509
413	0.9858880735	0.1031919285
414	0.9860101324	0.1028327832
415	0.986071161	0.1024733605
416	0.9861932168	0.1021698924
417	0.986071161	0.1018256223
418	0.9865550346	0.101574622
419	0.986494007	0.1014245873
420	0.9866160617	0.1012260826
421	0.9869778309	0.1009721555
422	0.9867992261	0.1007433436
423	0.9867382001	0.100533749
424	0.9866771735	0.1003725267
425	0.9867382001	0.1001889408
426	0.987038858	0.09981719335
427	0.9870998845	0.09965138039
428	0.9871609106	0.09953833221
429	0.9872219361	0.09924186039
430	0.9872219361	0.09902338671
431	0.9873439856	0.09893297915
432	0.9873439856	0.09888235506
433	0.9874050096	0.09864206674
434	0.9874050096	0.09847750345
435	0.9874050096	0.09832125891
436	0.9873439856	0.09814674584
437	0.9874050096	0.09795953652
438	0.9873439856	0.09774128486
439	0.9873439856	0.09769669613
440	0.9874660331	0.097477722
441	0.9875270561	0.09714376432
442	0.9875270561	0.09694864119
443	0.9880719011	0.09673021084
444	0.9880719011	0.0965446888
445	0.9884947061	0.09626732711
446	0.9884947061	0.09619014469
447	0.9885557275	0.09602997967
448	0.9885557275	0.09586435746
449	0.9886167485	0.095566013
450	0.9887998084	0.09537427729
451	0.9888608274	0.09515532944
452	0.9889828641	0.09501936912
453	0.9890438817	0.09471000341
454	0.9890438817	0.09453906032
455	0.9891659156	0.09437849668
456	0.9891048989	0.09400308239
457	0.9892269319	0.09386831177
458	0.9892269319	0.09371334469
459	0.989348963	0.09358429011
460	0.989348963	0.09344533823
461	0.9892269319	0.09312232219
462	0.9892879477	0.09294093483
463	0.9895320065	0.09262594664
464	0.9895930201	0.09244274423
465	0.989409978	0.09222138251
466	0.9897760583	0.09203141525
467	0.9897760583	0.0918562665
468	0.989715046	0.09168849674
469	0.9898370702	0.09148327671
470	0.989715046	0.09129364659
471	0.989715046	0.09099020332
472	0.9897760583	0.09083002003
473	0.9898370702	0.09065546455
474	0.9897760583	0.09048715874
475	0.9898980816	0.09027425202
476	0.9898980816	0.09010510433
477	0.9898370702	0.08996818006
478	0.9898370702	0.08976684708
479	0.9898980816	0.08946354877
480	0.9898980816	0.08910914722
481	0.9900201033	0.08889705985
482	0.9900201033	0.08875386069
483	0.9900201033	0.0885195535
484	0.9901421233	0.08833752469
485	0.9902031327	0.08819233613
486	0.9906869491	0.0880052103
487	0.9905649308	0.08770730676
488	0.9903861586	0.08750440363
489	0.9908699735	0.08727740441
490	0.9908089658	0.08715384902
491	0.9907479576	0.08694240971
492	0.9908089658	0.08681999238
493	0.9908089658	0.08678700808
494	0.9908699735	0.08667265004
495	0.9909309809	0.08650844832
496	0.9911140007	0.08634960339
497	0.9909309809	0.08618247746
498	0.9910529945	0.08602987302
499	0.9909919879	0.08579021936
500	0.9909309809	0.08570141737
501	0.9909309809	0.08569571185
502	0.9910529945	0.08557862617
503	0.9909919879	0.08540069831
504	0.9909309809	0.08530392076
