iter	Passed	Remaining
137	2758	9633
138	2779	9617
139	2798	9593
140	2816	9567
141	2834	9540
142	2852	9513
143	2873	9497
144	2893	9477
145	2912	9456
146	2937	9451
147	2957	9432
148	2976	9409
149	2995	9385
150	3014	9363
151	3032	9338
152	3064	9354
153	3084	9332
154	3103	9310
155	3122	9287
156	3140	9261
157	3158	9235
158	3176	9208
159	3193	9180
160	3210	9152
161	3228	9127
162	3245	9099
163	3263	9074
164	3291	9076
165	3312	9060
166	3331	9037
167	3350	9013
168	3367	8987
169	3387	8966
170	3405	8941
171	3424	8918
172	3442	8894
173	3460	8869
174	3478	8845
175	3499	8828
176	3520	8812
177	3541	8795
178	3560	8772
179	3579	8750
180	3599	8729
181	3620	8713
182	3641	8695
183	3661	8675
184	3682	8658
185	3702	8640
186	3724	8624
187	3742	8600
188	3762	8579
189	3781	8558
190	3800	8535
191	3819	8514
192	3838	8492
193	3856	8468
194	3877	8450
195	3894	8425
196	3915	8408
197	3937	8391
198	3961	8381
199	3981	8361
200	4000	8340
201	4020	8320
202	4039	8297
203	4057	8274
204	4077	8255
205	4095	8231
206	4114	8208
207	4132	8185
208	4150	8161
209	4170	8141
210	4190	8122
211	4209	8101
212	4229	8081
213	4247	8058
214	4266	8037
215	4285	8016
216	4306	7997
217	4325	7975
218	4343	7953
219	4366	7938
220	4386	7918
221	4404	7896
222	4423	7874
223	4442	7853
224	4461	7832
225	4480	7810
226	4500	7791
227	4520	7772
228	4540	7752
229	4560	7732
230	4579	7712
231	4601	7695
232	4619	7672
233	4637	7649
234	4654	7626
235	4675	7607
236	4692	7582
237	4709	7559
238	4728	7538
239	4747	7516
240	4766	7496
241	4785	7475
242	4804	7453
243	4823	7432
244	4841	7410
245	4862	7391
246	4880	7370
247	4903	7354
248	4927	7341
249	4945	7320
250	4966	7301
251	4985	7280
252	5005	7260
253	5023	7238
254	5040	7214
255	5059	7194
256	5080	7175
257	5098	7153
258	5116	7132
259	5134	7109
260	5154	7090
261	5173	7069
262	5197	7055
263	5226	7047
264	5244	7025
265	5261	7002
266	5283	6984
267	5301	6963
268	5320	6942
269	5338	6920
270	5357	6899
271	5376	6878
272	5395	6858
273	5413	6835
274	5431	6814
275	5449	6792
276	5468	6771
277	5486	6750
278	5506	6730
279	5526	6710
280	5545	6689
281	5565	6670
282	5585	6651
283	5607	6634
284	5625	6612
285	5645	6593
286	5664	6572
287	5681	6550
288	5700	6528
289	5719	6508
290	5738	6487
291	5757	6467
292	5775	6445
293	5795	6425
294	5816	6407
295	5836	6388
296	5857	6369
297	5877	6350
298	5897	6331
299	5917	6311
300	5938	6293
301	5959	6274
302	5977	6253
303	5996	6232
304	6015	6212
305	6033	6191
306	6052	6171
307	6075	6154
308	6092	6132
309	6110	6110
310	6129	6089
311	6147	6068
312	6166	6047
313	6187	6029
314	6209	6012
315	6228	5991
316	6247	5971
317	6268	5953
318	6289	5934
319	6308	5914
320	6327	5894
321	6347	5874
322	6366	5854
323	6384	5832
324	6403	5812
325	6422	5791
326	6442	5772
327	6464	5754
328	6485	5736
329	6505	5717
330	6524	5696
331	6544	5676
332	6563	5656
333	6581	5635
334	6599	5614
335	6617	5593
336	6635	5572
337	6653	5551
338	6671	5530
339	6689	5508
340	6710	5490
341	6729	5470
342	6749	5450
343	6767	5429
344	6786	5409
345	6806	5389
346	6824	5369
347	6842	5348
348	6861	5327
349	6881	5308
350	6900	5288
351	6920	5269
352	6942	5251
353	6967	5235
354	6989	5217
355	7012	5200
356	7033	5181
357	7054	5162
358	7078	5146
359	7102	5129
360	7127	5113
361	7150	5095
362	7171	5077
363	7193	5059
364	7214	5040
365	7232	5019
366	7251	4998
367	7270	4978
368	7296	4963
369	7316	4943
370	7334	4922
371	7360	4907
372	7387	4892
373	7404	4870
374	7423	4849
375	7442	4829
376	7459	4808
377	7477	4787
378	7498	4767
379	7516	4747
380	7535	4727
381	7554	4706
382	7572	4685
383	7593	4666
384	7611	4645
385	7628	4624
386	7646	4603
387	7666	4583
388	7685	4563
389	7704	4543
390	7723	4523
391	7745	4505
392	7766	4485
393	7784	4465
394	7802	4444
395	7821	4424
396	7839	4403
397	7857	4382
398	7884	4366
399	7903	4347
400	7922	4326
401	7941	4306
402	7959	4285
403	7977	4265
404	7995	4244
405	8015	4224
406	8034	4204
407	8055	4185
408	8083	4170
409	8105	4151
410	8125	4131
411	8145	4112
412	8164	4092
413	8183	4072
414	8202	4051
415	8221	4031
416	8243	4013
417	8263	3993
418	8281	3972
419	8298	3951
420	8316	3931
421	8338	3912
422	8358	3892
423	8376	3872
424	8397	3853
425	8418	3833
426	8437	3813
427	8458	3794
428	8479	3775
429	8502	3756
430	8520	3736
431	8539	3716
432	8560	3696
433	8578	3676
434	8597	3656
435	8615	3635
436	8633	3615
437	8654	3596
438	8671	3575
439	8691	3555
440	8710	3535
441	8729	3515
442	8748	3495
443	8769	3476
444	8789	3456
445	8808	3436
446	8825	3415
447	8844	3395
448	8862	3375
449	8880	3354
450	8901	3335
451	8920	3315
452	8939	3295
453	8958	3275
454	8976	3255
455	8995	3235
456	9013	3214
457	9032	3194
458	9050	3174
459	9070	3154
460	9090	3135
461	9110	3115
462	9129	3095
463	9149	3076
464	9167	3055
465	9187	3036
466	9206	3016
467	9225	2996
468	9245	2976
469	9264	2956
470	9283	2936
471	9302	2916
472	9322	2897
473	9342	2877
474	9360	2857
475	9382	2838
476	9401	2818
477	9419	2798
478	9438	2778
479	9460	2759
480	9482	2740
481	9505	2721
482	9537	2705
483	9558	2685
484	9576	2665
485	9593	2645
486	9611	2624
487	9632	2605
488	9651	2585
489	9670	2565
490	9688	2545
491	9707	2525
492	9727	2505
493	9744	2485
494	9762	2465
495	9781	2445
496	9801	2425
497	9820	2405
498	9840	2386
499	9860	2366
500	9881	2347
501	9901	2327
502	9920	2307
503	9939	2287
504	9960	2268
505	9979	2248
506	9998	2228
507	10018	2208
508	10039	2189
509	10059	2169
510	10077	2149
511	10098	2130
512	10118	2110
513	10139	2091
514	10157	2070
515	10178	2051
516	10197	2031
517	10216	2011
518	10237	1992
519	10257	1972
520	10276	1952
521	10296	1932
522	10316	1913
523	10337	1893
524	10356	1874
525	10376	1854
526	10396	1834
527	10416	1815
528	10436	1795
529	10455	1775
530	10475	1755
531	10494	1735
532	10517	1716
533	10538	1697
534	10556	1677
535	10574	1657
536	10593	1637
537	10611	1617
538	10633	1597
539	10651	1577
540	10669	1558
541	10687	1538
542	10707	1518
543	10727	1498
544	10749	1479
545	10770	1459
546	10789	1439
547	10808	1420
548	10826	1400
549	10848	1380
550	10869	1361
551	10887	1341
552	10908	1321
553	10930	1302
554	10950	1282
555	10971	1262
556	10990	1243
557	11009	1223
558	11027	1203
559	11044	1183
560	11062	1163
561	11082	1143
562	11101	1123
563	11120	1104
564	11141	1084
565	11160	1064
566	11180	1045
567	11198	1025
568	11218	1005
569	11238	985
570	11257	966
571	11275	946
572	11294	926
573	11312	906
574	11338	887
575	11357	867
576	11375	847
577	11393	827
578	11413	808
579	11434	788
580	11457	769
581	11478	749
582	11497	729
583	11516	709
584	11536	690
585	11555	670
586	11573	650
587	11592	630
588	11610	611
589	11629	591
590	11646	571
591	11665	551
592	11691	532
593	11716	512
594	11736	493
595	11755	473
596	11774	453
597	11792	433
598	11810	414
599	11829	394
600	11852	374
601	11884	355
602	11908	335
603	11930	316
604	11947	296
605	11965	276
606	11985	256
607	12006	236
608	12026	217
609	12045	197
610	12064	177
611	12082	157
612	12101	138
613	12120	118
614	12140	98
615	12161	78
616	12183	59
617	12203	39
618	12223	19
619	12243	0
