iter	TotalF1	MultiClass
74	0.8602485785	0.3805289771
75	0.8604074072	0.3790237136
76	0.8604074072	0.3782692225
77	0.8619777868	0.3769518819
78	0.8618983232	0.376509993
79	0.8618983232	0.3756726659
80	0.861884742	0.3749206966
81	0.862057247	0.3736728927
82	0.8624728137	0.3731424311
83	0.8624728137	0.3726821814
84	0.8624869863	0.3716458206
85	0.8616553692	0.3704526093
86	0.8624075227	0.3693602568
87	0.8630616276	0.3686871667
88	0.8633978056	0.3680091158
89	0.8639723536	0.3667820111
90	0.8636511862	0.3656342994
91	0.8639875276	0.3648822527
92	0.8642107851	0.3644775731
93	0.8644673739	0.3638853129
94	0.865041838	0.3626853683
95	0.8659943804	0.3612252099
96	0.8656737025	0.3608708477
97	0.8659124118	0.3600902113
98	0.8659919751	0.3596816634
99	0.8651937878	0.3589854755
100	0.865514547	0.3582094144
101	0.865848622	0.3575388131
102	0.8668237268	0.3570304463
103	0.8662487345	0.3564368129
104	0.8662487345	0.3560566934
105	0.866169155	0.3560419406
106	0.8672809329	0.3554261657
107	0.8676172323	0.3545595043
108	0.8681128433	0.3540104913
109	0.8681128433	0.3539473776
110	0.8685921722	0.3534689219
111	0.868767806	0.3523829485
112	0.8686881071	0.3517272367
113	0.8713291586	0.3511389558
114	0.8698740307	0.350364428
115	0.8697941571	0.3494424818
116	0.8702907044	0.3487036886
117	0.8706902293	0.3482097074
118	0.8718826261	0.3473444423
119	0.8722991345	0.3466944761
120	0.8725391295	0.3460731076
121	0.8724591341	0.3455083559
122	0.8730985232	0.3448663073
123	0.8730985232	0.3440477952
124	0.8734978504	0.3431921167
125	0.8734178291	0.343166472
126	0.8740517171	0.342684506
127	0.8739137893	0.3417977824
128	0.8748255202	0.3415716938
129	0.8757793676	0.340717031
130	0.8753807325	0.3398557197
131	0.8737708345	0.3392307763
132	0.874010907	0.3390439464
133	0.8755409948	0.3382461029
134	0.8761800801	0.3375133901
135	0.8761800801	0.3370625361
136	0.8761629764	0.3366240686
137	0.8768191501	0.3361368758
138	0.8771546953	0.3358363011
139	0.8770745397	0.3353713698
140	0.876916579	0.3351182933
141	0.8770768388	0.3348003226
142	0.8767563076	0.3344420065
143	0.8771569644	0.3333859627
144	0.8766783056	0.3324577862
145	0.8766608394	0.3322070588
146	0.8769794286	0.3313254257
147	0.8773951448	0.3309630556
148	0.8778909511	0.3303137048
149	0.8783867104	0.3294158123
150	0.8792979197	0.3285940407
151	0.8796006975	0.3276311339
152	0.8796006975	0.3266908941
153	0.8800788072	0.3261431505
154	0.880637092	0.3251433481
155	0.8825848329	0.324356333
156	0.8839383702	0.3237670005
157	0.8838578574	0.3232615334
158	0.8840370481	0.3225433329
159	0.88372032	0.3219997735
160	0.8846577642	0.3210468675
161	0.8847382784	0.3204018668
162	0.885555915	0.3198395887
163	0.8856488738	0.3193806829
164	0.8858904433	0.3186992974
165	0.8851770515	0.3181088016
166	0.8851587284	0.3174084383
167	0.8861374939	0.3164967599
168	0.8866150081	0.3160863515
169	0.8877345062	0.3152644766
170	0.8866150081	0.3146403893
171	0.8866150081	0.3142680787
172	0.8871910651	0.3132259496
173	0.8870979336	0.3125917888
174	0.8875130388	0.3119450827
175	0.8883109118	0.3115224189
176	0.8887260663	0.3111625414
177	0.888645455	0.3105284242
178	0.8897793497	0.3096151575
179	0.8897793497	0.3089550032
180	0.8899405947	0.3081506514
181	0.8895257288	0.307784279
182	0.8899405947	0.3073733914
183	0.8898101625	0.3068530359
184	0.8897296332	0.3063263553
185	0.8902247375	0.3057711552
186	0.8897296332	0.3051823069
187	0.8895685668	0.3046424021
188	0.8894880298	0.3041196741
189	0.8892534001	0.3034498285
190	0.8903858047	0.3030502338
191	0.8903858047	0.3025567683
192	0.8907079084	0.3021054694
193	0.8906273863	0.3017594256
194	0.8905468616	0.3008459168
195	0.8911224777	0.3001102854
196	0.8914371334	0.2993354695
197	0.8919319253	0.2990584562
198	0.8923461207	0.2986661135
199	0.8919319253	0.2979894954
200	0.8923461207	0.2975225935
201	0.8923461207	0.2969772888
202	0.8934768897	0.2961967541
203	0.893557459	0.2958887318
204	0.8934047183	0.2952403357
205	0.8937383186	0.2944969917
206	0.8937383186	0.294058048
207	0.8936577604	0.2935067273
208	0.8933440912	0.2931043262
209	0.8933440912	0.2927503714
210	0.8933440912	0.2924169512
211	0.8945481468	0.2918667067
212	0.8943868531	0.2915894152
213	0.8950433011	0.2911417239
214	0.8950433011	0.2907947559
215	0.8952045958	0.2903447276
216	0.8951239496	0.2899412803
217	0.8952045958	0.2896368042
218	0.8955271563	0.2891921696
219	0.8955271563	0.2888949042
220	0.8957690517	0.2884459873
221	0.8957690517	0.2880712901
222	0.8961029445	0.2877850268
223	0.8969318392	0.2874173957
224	0.8970124917	0.2870477893
225	0.8974059277	0.2863543048
226	0.8977186105	0.2859011773
227	0.8985208383	0.2852270973
228	0.8989247817	0.2845426693
229	0.8989247817	0.2841251226
230	0.8989247817	0.2839185559
231	0.8990055633	0.2832572788
232	0.8990055633	0.2830030523
233	0.8999695804	0.2826746298
234	0.8993181913	0.2823201918
235	0.8990863426	0.2815848878
236	0.899560569	0.2809098863
237	0.8993286667	0.2803472201
238	0.8999803477	0.2795068793
239	0.8999803477	0.2791980617
240	0.900535758	0.2786614958
241	0.900535758	0.2784973
242	0.900535758	0.2782512678
243	0.900535758	0.2779898803
244	0.9010102529	0.2777372639
245	0.900535758	0.277343976
246	0.9002229353	0.2769401758
247	0.9003037934	0.2767377357
248	0.9003846492	0.2762488537
249	0.9008592386	0.275676528
250	0.9010209657	0.2751909009
251	0.901182684	0.2748272465
252	0.9012635398	0.2742486748
253	0.9012635398	0.2738396278
254	0.9012635398	0.2737281733
255	0.9023100763	0.2729882951
256	0.9022291114	0.2726133667
257	0.9027848832	0.2723542588
258	0.9028658568	0.2721697426
259	0.9030976637	0.2715989942
260	0.9034216057	0.2710747854
261	0.9034216057	0.2708340013
262	0.9028658568	0.2700962671
263	0.9028658568	0.2695151227
264	0.9029468284	0.2687226749
265	0.9030277978	0.268431757
266	0.9030277978	0.2682409149
267	0.9030277978	0.2677827687
268	0.9030277978	0.2674231012
269	0.9031087651	0.2669951696
270	0.9031087651	0.2667945407
271	0.9031897303	0.2664957576
272	0.9033516544	0.2663006556
273	0.9035228537	0.2658432647
274	0.9036847966	0.2655231955
275	0.9045642316	0.2650843192
276	0.9046452003	0.2648066947
277	0.9046452003	0.2645467888
278	0.9055133076	0.2639415377
279	0.9056752854	0.2635790322
280	0.9056752854	0.2632313184
281	0.9055942975	0.2630890647
282	0.9055942975	0.2625823966
283	0.906080194	0.2620824401
284	0.9059992163	0.2617226472
285	0.906080194	0.2616596222
286	0.9059992163	0.2614573612
287	0.9066242039	0.2609308225
288	0.9066242039	0.2603694645
289	0.9076735745	0.2599984108
290	0.9067052106	0.2594693767
291	0.9065547303	0.2590269496
292	0.9071178214	0.258604878
293	0.9075113346	0.2582398078
294	0.9076735745	0.2576663126
295	0.9077546914	0.2569685738
296	0.9079169192	0.2566479166
297	0.9086419599	0.2560168796
298	0.9090351142	0.2557226377
299	0.908723092	0.2552430415
300	0.908723092	0.2550863315
301	0.908723092	0.2548418141
302	0.9084109723	0.2547602376
303	0.9091974008	0.2544243874
304	0.9088853502	0.2540866278
305	0.9089664764	0.2538164336
306	0.9089664764	0.2536333741
307	0.9091287227	0.2531483172
308	0.9095413789	0.2527204002
309	0.9095413789	0.2521680951
310	0.9094602499	0.2518274965
311	0.9089664764	0.2514062684
312	0.908797132	0.2507540049
313	0.909209843	0.2505904723
314	0.909209843	0.2504105033
315	0.9092909613	0.2502292268
316	0.9093720776	0.2499317795
317	0.9097776305	0.2493458957
318	0.9096154151	0.2490641894
319	0.9096965237	0.248796332
320	0.9101709547	0.2483827306
321	0.9106453368	0.2482040453
322	0.9106453368	0.2479436638
323	0.9108075888	0.2475993995
324	0.9112819427	0.2472223236
325	0.9123340733	0.2467348505
326	0.9123340733	0.2463792013
327	0.9124153181	0.2462090931
328	0.9113630759	0.2459390142
329	0.9130523439	0.2455159187
330	0.9133643142	0.245319153
331	0.9134455769	0.2450787018
332	0.9133643142	0.2445794891
333	0.9132830497	0.2443831406
334	0.9123928116	0.2440491219
335	0.9124739607	0.2437866893
336	0.912555108	0.2436310345
337	0.9128982144	0.2432488238
338	0.9135162622	0.2429220617
339	0.9142450848	0.2425430421
340	0.9144888691	0.2422490018
341	0.9147376644	0.2418409683
342	0.9151489346	0.2415242992
343	0.9151489346	0.2413637136
344	0.9156414402	0.2409597718
345	0.915789947	0.2408057599
346	0.9157086495	0.2405076417
347	0.915789947	0.2401657247
348	0.9159341463	0.2398179149
349	0.9164261503	0.2395671492
350	0.9165887514	0.2394366034
351	0.9176431565	0.2391811178
352	0.9187089111	0.2388135306
353	0.9185460715	0.2387254701
354	0.9184646491	0.2383491481
355	0.9189379275	0.2379512271
356	0.9191007892	0.2377346556
357	0.9187089111	0.2375130968
358	0.9194297923	0.2373229807
359	0.9193483545	0.2368994206
360	0.9194297923	0.2367843795
361	0.9194297923	0.2364405469
362	0.9200845045	0.2360354861
363	0.9199216258	0.235854773
364	0.9199216258	0.2355349825
365	0.92094853	0.235027736
366	0.9210299866	0.2346652876
367	0.9213397307	0.2342367348
368	0.9210299866	0.2339431189
369	0.9213583859	0.2335926561
370	0.9211114414	0.2332920434
371	0.9219937422	0.232981795
372	0.9216655894	0.2325994499
373	0.9224033181	0.2323400869
374	0.9231030722	0.2320299688
375	0.9231030722	0.2318083413
376	0.9235105368	0.2315746557
377	0.9234107943	0.231324426
378	0.9235570355	0.2310123343
379	0.9230834245	0.2304558564
380	0.9234744577	0.230256612
381	0.9234744577	0.2299755301
382	0.9234744577	0.229749125
383	0.9235559548	0.2295779572
384	0.9240460684	0.2293003823
385	0.9242101242	0.2285815265
386	0.9234744577	0.2282090882
387	0.9245998244	0.2276454938
388	0.9246813304	0.2273638667
389	0.9247628346	0.2270212355
390	0.9246813304	0.2267132636
391	0.9255758007	0.226328731
392	0.9252489675	0.2259614452
393	0.9258206581	0.2254638927
394	0.9259664903	0.2251971031
395	0.9258848716	0.2247209074
396	0.9253165805	0.2243985735
397	0.9258061971	0.2241282
398	0.9262930852	0.223840759
399	0.925643166	0.223765427
400	0.9262114594	0.2233732331
401	0.9263107066	0.2230588451
402	0.9265555599	0.2226962259
403	0.9275815716	0.222214056
404	0.9271910136	0.2219427593
405	0.9278264549	0.2216246491
406	0.9283802531	0.2213059478
407	0.9283632802	0.221113872
408	0.9286074613	0.2208956908
409	0.9282808677	0.2205305106
410	0.9293065814	0.220311777
411	0.9292249143	0.2201111418
412	0.9294050483	0.2198279972
413	0.9294867075	0.2196079743
414	0.9296500208	0.2193486883
415	0.9297316749	0.2189845774
416	0.9297316749	0.2185796763
417	0.930121825	0.2183119896
418	0.9297316749	0.2180720772
419	0.9303837963	0.2176725945
420	0.9313269349	0.2172897394
421	0.9318801274	0.2170920755
422	0.9311635932	0.2167103679
423	0.9321065601	0.2164264425
424	0.9315534127	0.2161893824
425	0.9298595952	0.2159262097
426	0.9308027161	0.2156997153
427	0.9308842815	0.2155253149
428	0.9309658451	0.2151990888
429	0.930267327	0.2147660415
430	0.9307389438	0.214444481
431	0.9308204929	0.2142364423
432	0.9308204929	0.214106088
433	0.9316982155	0.2139098019
434	0.9320879545	0.2137891362
435	0.9316982155	0.2135223218
436	0.9324776434	0.2131511236
437	0.9320063833	0.2128373336
438	0.9328039483	0.2124523723
439	0.9328855203	0.2122663717
440	0.9326407992	0.211950414
441	0.9327223746	0.2116870611
442	0.9327223746	0.2114998133
443	0.9335016605	0.2112225108
444	0.9335016605	0.2110615661
445	0.9335016605	0.2108934611
446	0.9335016605	0.2107423492
447	0.9338280181	0.2103011877
448	0.9337464312	0.2099554311
449	0.9347274884	0.2097013615
