iter	TotalF1	MultiClass
101	0.9113886728	0.2545976836
102	0.9122559572	0.2533661397
103	0.9121885347	0.2518254831
104	0.9123512736	0.2505829876
105	0.9127580878	0.2495258259
106	0.9132325109	0.2481562033
107	0.9142626003	0.2470086081
108	0.9154018249	0.2453415286
109	0.9154831846	0.2442994251
110	0.9155833412	0.2430863567
111	0.9150087005	0.2420766159
112	0.9177242024	0.2400764711
113	0.9176428164	0.2395162878
114	0.9175798334	0.2386785084
115	0.9176612163	0.238061416
116	0.9179867304	0.2365289325
117	0.9183122172	0.2355381746
118	0.9188752075	0.2347867035
119	0.9201012451	0.2332295556
120	0.9201012451	0.2325872366
121	0.9200197766	0.2314136051
122	0.9207384331	0.2307940156
123	0.921686801	0.2301872627
124	0.9224896861	0.2287344067
125	0.9222249136	0.2275865713
126	0.9231265215	0.2267224457
127	0.9242215351	0.2259156172
128	0.9243030822	0.2249496607
129	0.9251521849	0.2237098068
130	0.9253153213	0.2230351638
131	0.9251677547	0.222171233
132	0.9252660008	0.2210987555
133	0.9259196315	0.2204999511
134	0.9256092633	0.2199223259
135	0.9279917079	0.2187846162
136	0.9282175829	0.2179575739
137	0.9303711878	0.2169551024
138	0.9311557635	0.2157195879
139	0.9314981637	0.2151030971
140	0.9326210914	0.2144471435
141	0.9332571257	0.2135433447
142	0.9328006794	0.2125741034
143	0.9344600672	0.2119700487
144	0.9351114807	0.2109668957
145	0.9346397268	0.2096019636
146	0.9343810646	0.2085386145
147	0.9355993098	0.2075178836
148	0.9356021429	0.2066263959
149	0.9358474543	0.2059535013
150	0.9373103295	0.2049793066
151	0.9378475104	0.2040702636
152	0.9369866941	0.2036502068
153	0.9383187535	0.2027948043
154	0.9380110837	0.2023172473
155	0.9387899631	0.2013690352
156	0.9391989573	0.2002655375
157	0.9398337711	0.1993171735
158	0.9403049643	0.1982282028
159	0.9404685745	0.1969379024
160	0.9410215592	0.1962663039
161	0.9421894208	0.1953396257
162	0.9426604588	0.1940920238
163	0.9428241364	0.1933677819
164	0.9428241364	0.1928581246
165	0.9430696423	0.1918686194
166	0.9444209097	0.1911877536
167	0.9451173509	0.1905531772
168	0.9455882922	0.190233065
169	0.9461410744	0.1895190157
170	0.9474922155	0.188410148
171	0.9470213169	0.1871030112
172	0.9484339371	0.1861197029
173	0.9480449661	0.1857572677
174	0.9482905902	0.1851984139
175	0.9486999375	0.184787758
176	0.9500306811	0.1841615061
177	0.9509723022	0.1831636971
178	0.9505833927	0.1823289312
179	0.9511973696	0.1816740331
180	0.9511973696	0.181015793
181	0.951279274	0.1805140848
182	0.9523637542	0.179360679
183	0.9529982738	0.1785331065
184	0.9534078943	0.1773658575
185	0.9533259729	0.176608989
186	0.9541853679	0.1757992767
187	0.9548198733	0.1749572764
188	0.9549018084	0.1747213868
189	0.9549018084	0.174219086
190	0.955393391	0.1737101886
191	0.9554753169	0.1732824051
192	0.9564985572	0.1723780406
193	0.9560279082	0.1719337454
194	0.9561917632	0.1713856143
195	0.9561708129	0.1709814884
196	0.9559481553	0.1704256863
197	0.9569713309	0.1696045841
198	0.9570532589	0.1687106298
199	0.9576057975	0.1681352855
200	0.9581583278	0.1673306232
201	0.9585679818	0.1666016264
202	0.9584041239	0.1663877954
203	0.9585679818	0.1660145027
204	0.9592108342	0.1653005375
205	0.9599270066	0.1648605442
206	0.960323837	0.1642292915
207	0.9605696231	0.1637578349
208	0.9607120479	0.1629900975
209	0.9604876956	0.1626416066
210	0.9609578504	0.1623044471
211	0.9609578504	0.1614768782
212	0.9618981166	0.1611134778
213	0.9622043375	0.1605539606
214	0.9622043375	0.1602360645
215	0.9622043375	0.1596258638
216	0.962682163	0.159010838
217	0.9630700721	0.1586071389
218	0.9636296112	0.1580117673
219	0.9636218754	0.1574075853
220	0.9636218754	0.1569472972
221	0.9640992325	0.1565796013
222	0.9649564769	0.1559600473
223	0.9653440928	0.1555775308
224	0.9654260632	0.1552695676
225	0.9649564769	0.1545537001
226	0.9651204068	0.1540755967
227	0.9648966781	0.1532790236
228	0.9649786339	0.1528427676
229	0.9648147211	0.1524427134
230	0.9648147211	0.1522791751
231	0.9661415546	0.1516649411
232	0.9662235236	0.1509097902
233	0.9669167488	0.1506004952
234	0.9681837863	0.1500298777
235	0.9681018053	0.1492288733
236	0.9685713579	0.1486909781
237	0.9695159828	0.1484081154
238	0.9706185959	0.1475546339
239	0.9699203849	0.1469416547
240	0.970002369	0.1465581633
241	0.970002369	0.1461324064
242	0.970002369	0.1455201675
243	0.970002369	0.1452966759
244	0.9697025092	0.1448122191
245	0.9708051544	0.1445308947
246	0.9709691113	0.143974866
247	0.9709691113	0.1436528951
248	0.9717438291	0.1428432373
249	0.971515368	0.1424681865
250	0.971515368	0.1419368323
251	0.9714384567	0.1414457258
252	0.9735391385	0.1409507798
253	0.9737031298	0.1404875146
254	0.9737031298	0.1400479322
255	0.972928454	0.1397889457
256	0.9733977864	0.1395066645
257	0.9737851236	0.1390411404
258	0.9727004473	0.1385428441
259	0.9730924258	0.1380944133
260	0.9740310981	0.137603454
261	0.9734979451	0.1370074451
262	0.9742770621	0.1366164427
263	0.9748283902	0.1361757706
264	0.9748283902	0.1359218634
265	0.9752977309	0.1355664046
266	0.9759310523	0.1350919851
267	0.9760950297	0.1347801394
268	0.9759536138	0.1344276478
269	0.9753202952	0.1340426696
270	0.9760355942	0.1336671018
271	0.9762590026	0.1331482581
272	0.9764229711	0.1326568896
273	0.9767283545	0.1321275998
274	0.9776896237	0.1315466379
275	0.9773842196	0.1312606488
276	0.9775256555	0.1306136486
277	0.9776076401	0.130208694
278	0.9791822866	0.1295318062
279	0.978407965	0.1290280875
280	0.9786539014	0.1288122615
281	0.9786539014	0.1284602765
282	0.9786539014	0.1282272948
283	0.9789590925	0.1281002611
284	0.9785719236	0.1279028667
285	0.9790410732	0.1273732996
286	0.9790410732	0.1270478238
287	0.9791230529	0.1266487462
288	0.9792870092	0.1263450564
289	0.9795102231	0.125936467
290	0.9792050315	0.1257979403
291	0.9795922046	0.1254375004
292	0.9801433393	0.1249466807
293	0.9802253205	0.1247880781
294	0.9806124949	0.124351795
295	0.9806124949	0.1241224334
296	0.9809176801	0.1237733006
297	0.9816920146	0.1235766358
298	0.9819379867	0.1231527642
299	0.9817967675	0.1228400475
300	0.9818787505	0.1225014128
301	0.9819607325	0.1219196972
302	0.9819607325	0.1214163137
303	0.9827351058	0.1211508742
304	0.9827351058	0.1208568964
305	0.9831222925	0.1204428161
306	0.9831222925	0.1201250322
307	0.9834502393	0.1199287308
308	0.9836142066	0.1195842754
309	0.9836961888	0.1190483526
310	0.98377817	0.1186857318
311	0.98377817	0.118318594
312	0.9838601502	0.1180232471
313	0.9836961888	0.1177548802
314	0.9844113202	0.1172479839
315	0.9844932997	0.1169022299
316	0.9847392325	0.1165199484
317	0.9852084323	0.1162830448
318	0.9855136783	0.1158569631
319	0.9855956581	0.1157033344
320	0.9854316976	0.1152684102
321	0.9855956581	0.1149688558
322	0.9856776369	0.1146532248
323	0.9855956581	0.1143195077
324	0.9856776369	0.1141013941
325	0.9859235678	0.1137334536
326	0.9860875171	0.1134659638
327	0.9868846238	0.1131122589
328	0.9872718756	0.1127247097
329	0.9872718756	0.1124625821
330	0.9872718756	0.1123444974
331	0.987353848	0.1120652246
332	0.9875997601	0.1117004145
333	0.987681729	0.1114689533
334	0.987681729	0.1111754176
335	0.987681729	0.1108265134
336	0.987681729	0.1105715081
337	0.987681729	0.1103005496
338	0.9879870761	0.1098629099
339	0.9879051054	0.1096490183
340	0.9879051054	0.1092907166
341	0.9879870761	0.1088086637
342	0.9883743928	0.1086459163
343	0.9890076225	0.1081607692
344	0.9890895913	0.107848822
345	0.9891715592	0.1076485139
346	0.989417458	0.1073610463
347	0.989417458	0.1071826899
348	0.989417458	0.1069020364
349	0.989804065	0.1066688639
350	0.9893354926	0.1063441025
351	0.9894994226	0.1059771958
352	0.9895813864	0.1055669301
353	0.9894994226	0.1052780436
354	0.9898860311	0.1049134872
355	0.9897453116	0.104657584
356	0.9897453116	0.1042581834
357	0.9897453116	0.1040624379
358	0.9900499608	0.1036843697
359	0.990600506	0.10320135
360	0.9902138873	0.1029217843
361	0.9902958493	0.1026611057
362	0.9902138873	0.1025131926
363	0.9903778106	0.102261421
364	0.9902138873	0.1020631651
365	0.9902958493	0.1018290633
366	0.9902138873	0.1013927432
367	0.9904597711	0.1010184017
368	0.9902958493	0.1007249491
369	0.9902138873	0.100361799
370	0.9902138873	0.1002151072
371	0.9903778106	0.1000061137
372	0.9902958493	0.09968012646
373	0.9903778106	0.09952896951
374	0.9908463939	0.09916844248
375	0.9909283549	0.09883160481
376	0.9909283549	0.09838463991
377	0.9909283549	0.09817955517
378	0.9910103152	0.09792526761
379	0.9910922747	0.09776414862
380	0.9910103152	0.09763322475
381	0.9910103152	0.09719397828
382	0.9910922747	0.09700481488
383	0.9912561914	0.09679082092
384	0.9912561914	0.09648554597
385	0.9912561914	0.09642840563
386	0.9914201051	0.0962211558
387	0.9915020609	0.09601206616
388	0.9913381486	0.09573974256
389	0.9914201051	0.09554327243
390	0.9914201051	0.09535179521
391	0.9914201051	0.09508898887
392	0.9915020609	0.09480854502
393	0.9917479239	0.09448116541
394	0.9919937806	0.09426977856
395	0.9919118291	0.09381576329
396	0.9919118291	0.09366061383
397	0.9919118291	0.0935581041
398	0.9919118291	0.09333994785
399	0.9918298768	0.09329199459
400	0.9919937806	0.09311771601
401	0.9919937806	0.09293353926
402	0.9919937806	0.09268244085
403	0.9920757315	0.09250004038
404	0.9920757315	0.09227645997
405	0.9921576817	0.09202679358
406	0.9921576817	0.09187531457
407	0.9919937806	0.09169997997
408	0.9921576817	0.09153219207
409	0.9920757315	0.09135437964
410	0.9919937806	0.09112777452
411	0.9920757315	0.09095256188
412	0.9920757315	0.0908166211
413	0.9920757315	0.09052124448
414	0.9921576817	0.09042606838
415	0.9922396312	0.09030881336
416	0.9919937806	0.0899490235
417	0.9920757315	0.08976598648
418	0.9921576817	0.08949777511
419	0.9921576817	0.08929786919
420	0.9921576817	0.08905239819
421	0.9922396312	0.08884493839
422	0.9922396312	0.08871068693
423	0.99232158	0.08853798254
424	0.9924035283	0.08838275787
425	0.99232158	0.0881785626
426	0.9924035283	0.08783390977
427	0.9924035283	0.08764677745
428	0.9924035283	0.08746841711
429	0.9924035283	0.0872715234
430	0.99232158	0.08691856054
431	0.99232158	0.0867809195
432	0.9924035283	0.08659065856
433	0.9924035283	0.08626089258
434	0.9924035283	0.0860292318
435	0.9924035283	0.08580242279
436	0.9924035283	0.08567473523
437	0.9924035283	0.08552756276
438	0.9924854758	0.08534362326
439	0.9924035283	0.08511936914
440	0.9924035283	0.08500789936
441	0.9924035283	0.08482582656
442	0.9924035283	0.084673963
443	0.9924035283	0.0844825185
444	0.9924035283	0.08421217684
445	0.9925674228	0.08399907649
446	0.992954075	0.08375877392
447	0.9930360223	0.08358971629
448	0.993117969	0.08321380578
449	0.9931999151	0.08307075173
450	0.9932818606	0.08291701605
451	0.9932818606	0.08277510028
452	0.9932818606	0.08253484532
453	0.9932818606	0.08225495021
454	0.9932818606	0.08204222817
455	0.9933638054	0.08171402813
456	0.9933638054	0.08154880916
457	0.9933638054	0.08140398078
458	0.9932818606	0.08119120748
459	0.9933638054	0.08102451416
460	0.9932818606	0.08077449438
461	0.9932818606	0.0806661385
462	0.9932818606	0.08046422221
463	0.9933638054	0.08035629607
464	0.9932818606	0.08015473623
465	0.9934457497	0.07991803125
466	0.9935276934	0.07969995849
467	0.9935276934	0.07948413959
468	0.9936096365	0.07938614526
469	0.9935276934	0.07915661851
470	0.9935276934	0.07901108288
471	0.9935276934	0.07884963835
472	0.9935276934	0.0786448432
473	0.993691579	0.07850980009
474	0.9937735209	0.07823833793
475	0.9938554623	0.07801840871
476	0.9938554623	0.07787679851
477	0.9938554623	0.07765970171
478	0.9937735209	0.07746614027
479	0.993691579	0.07721708444
480	0.9939374031	0.07700064138
481	0.9939374031	0.07690376068
482	0.9939374031	0.07666593317
483	0.9939374031	0.07649631218
484	0.9938554623	0.07628027964
485	0.9939374031	0.07601693976
486	0.9940193433	0.07592233294
487	0.9940193433	0.07577216313
488	0.9940193433	0.07558506456
489	0.9940193433	0.07546870872
490	0.9940193433	0.07527036382
491	0.9941012831	0.07502431013
492	0.9941012831	0.07485433394
493	0.9940193433	0.07465086163
494	0.9940193433	0.07449166916
495	0.9939374031	0.07435247029
496	0.9939374031	0.07419483669
497	0.9940193433	0.07401856007
498	0.9939374031	0.07384061807
499	0.9939374031	0.07365093015
500	0.9940193433	0.0734786662
501	0.9940193433	0.07332213461
502	0.9941832222	0.07306548453
503	0.9942651609	0.0728527677
504	0.994347099	0.07262029399
