iter	Passed	Remaining
414	18495	4011
415	18543	3967
416	18584	3921
417	18626	3876
418	18669	3831
419	18710	3786
420	18751	3741
421	18795	3696
422	18841	3652
423	18885	3607
424	18925	3562
425	18964	3516
426	19005	3471
427	19045	3426
428	19085	3381
429	19130	3336
430	19172	3291
431	19217	3247
432	19260	3202
433	19300	3157
434	19349	3113
435	19394	3069
436	19433	3024
437	19474	2979
438	19521	2934
439	19564	2890
440	19611	2846
441	19656	2801
442	19696	2756
443	19738	2711
444	19781	2667
445	19827	2622
446	19869	2578
447	19914	2533
448	19961	2489
449	20003	2444
450	20043	2399
451	20092	2356
452	20145	2312
453	20186	2267
454	20233	2223
455	20277	2178
456	20320	2134
457	20362	2089
458	20413	2045
459	20453	2000
460	20504	1957
461	20546	1912
462	20594	1868
463	20642	1824
464	20692	1780
465	20734	1735
466	20782	1691
467	20824	1646
468	20865	1601
469	20908	1556
470	20947	1512
471	20991	1467
472	21030	1422
473	21089	1379
474	21135	1334
475	21178	1290
476	21221	1245
477	21263	1201
478	21304	1156
479	21349	1111
480	21399	1067
481	21444	1023
482	21487	978
483	21533	934
484	21583	890
485	21626	845
486	21665	800
487	21712	756
488	21756	711
489	21799	667
490	21851	623
491	21890	578
492	21940	534
493	21989	489
494	22029	445
495	22080	400
496	22124	356
497	22176	311
498	22226	267
499	22275	222
500	22316	178
501	22360	133
502	22400	89
503	22439	44
504	22482	0
